track_name,artist_name,album_name,popularity,market,genres,duration_mins,release_year,tempo,speechiness,loudness,liveness,instrumentalness,energy,acousticness,valence,like
Pasarela,Daddy Yankee,Prestige,65,USA,"latin hip hop, reggaeton, urbano latino",5.494667,2012,121.035,0.0462,-4.277,0.289,0,0.893,0.104,0.713,1
Lion,Hollywood Undead,Notes From The Underground,57,USA,"alternative metal, modern rock, nu metal, pop rap, rap metal, rap rock",3.704,2012,168.953,0.106,-5.603,0.0703,0,0.898,0.00193,0.536,1
Gotta Be You,One Direction,Up All Night,62,USA,"boy band, pop, post-teen pop, talent show",4.640667,2012,84.969,0.0249,-4.531,0.0781,0,0.583,0.374,0.603,0
Backseat Serenade,All Time Low,Don't Panic,55,USA,"modern rock, pop punk, rock",3.672667,2012,140.072,0.0453,-3.692,0.173,2.90E-05,0.965,6.38E-05,0.493,0
Misery Loves My Company,Three Days Grace,Transit Of Venus,54,USA,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge",4.462433,2012,99.936,0.0402,-5.102,0.258,0,0.872,0.00139,0.556,0
We Are Never Ever Getting Back Together,Taylor Swift,Red (Deluxe Edition),51,USA,pop,5.116433,2012,172.014,0.175,-6.139,0.0732,1.86E-06,0.686,0.0317,0.716,0
Endors Toi,Tame Impala,Lonerism,56,USA,"australian psych, neo-psychedelic",3.3451,2012,129.155,0.0804,-3.327,0.36,0.461,0.924,0.0302,0.33,0
Losing You,Solange,Losing You,57,USA,"afrofuturism, alternative r&b, dance pop, escape room, hip pop, indie soul, neo soul, r&b, urban contemporary",3.752667,2012,113.996,0.127,-6.174,0.161,0.0681,0.798,0.0579,0.464,0
Wasted,MKTO,MKTO,57,USA,"dance pop, pop, pop rap, pop rock, post-teen pop",1.792867,2012,77.27,0.0343,-7.415,0.0863,0,0.429,0.787,0.416,1
Me Without You,TobyMac,Eye On It (Deluxe Edition),52,USA,"ccm, christian alternative rock, christian hip hop, christian music, worship",5.553017,2012,130.027,0.0411,-3.503,0.0669,0,0.785,0.00247,0.963,1
Eyes Open,Taylor Swift,The Hunger Games: Songs From District 12 And Beyond,54,USA,pop,3.518433,2012,137.048,0.0356,-6.976,0.184,0.00103,0.773,0.000818,0.256,0
The High Road,Three Days Grace,Transit Of Venus,54,USA,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge",3.261333,2012,142.733,0.0761,-4.187,0.153,0,0.88,0.0424,0.4,0
Dancing Queen,ABBA,The Essential Collection,62,USA,"europop, swedish pop",3.293767,2012,100.804,0.0428,-6.514,0.792,0.000939,0.87,0.358,0.754,0
Nobody Compares,One Direction,Take Me Home (Expanded Edition),59,USA,"boy band, pop, post-teen pop, talent show",5.4611,2012,124.008,0.0334,-4.124,0.0448,0,0.801,0.00727,0.879,0
Born and Raised,John Mayer,Born and Raised,55,USA,"neo mellow, singer-songwriter",2.023333,2012,131.8,0.0248,-9.205,0.279,0.0069,0.375,0.355,0.313,0
Where Have You Been,Rihanna,Talk That Talk (Deluxe),60,USA,"barbadian pop, pop, urban contemporary",3.936617,2012,127.963,0.0916,-6.34,0.221,0.0204,0.847,0.00201,0.444,0
Keep Myself Alive,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",54,USA,"modern rock, rock, screamo",3.65355,2012,120.947,0.0643,-4.339,0.108,0,0.858,0.000411,0.546,0
Raise Hell,Brandi Carlile,Bear Creek,53,USA,"folk, modern folk rock, neo mellow, new americana",1.04,2012,105.946,0.0457,-4.798,0.0972,7.41E-06,0.773,0.228,0.435,0
Lucky Strike,Maroon 5,Overexposed (Deluxe),52,USA,pop,5.081767,2012,143.998,0.0419,-4.517,0.111,0,0.74,0.000637,0.431,0
Lovumba,Daddy Yankee,Prestige,65,USA,"latin hip hop, reggaeton, urbano latino",3.270883,2012,120.987,0.0578,-4.639,0.302,0,0.933,0.0375,0.935,1
King And Lionheart,Of Monsters and Men,My Head Is An Animal,51,USA,"folk-pop, metropopolis, modern rock, pop rock, stomp and holler",4.178433,2012,126.593,0.0394,-6.519,0.124,0.00384,0.655,0.105,0.29,0
Relaxing Constant Rain Storm with Distant Thunder Sfx,Nature Sounds,Thunderstorms - Sounds of Nature,54,USA,"environmental, sleep, water",3.634883,2012,81.214,0.0995,-12.484,0.871,0.975,0.997,0.000626,0.0119,0
La Bella Y La Bestia,Romeo Santos,FÃƒÂ³rmula Vol. 1 (Deluxe Edition),61,USA,bachata,3.701767,2012,118.078,0.0403,-6.092,0.111,0,0.582,0.485,0.927,0
Staring at the Sun,Jason Aldean,Night Train,50,USA,"contemporary country, country, country road",3.272883,2012,135.972,0.0284,-6.246,0.363,0,0.523,0.0613,0.339,0
Make It Nasty,Tyga,Careless World: Rise Of The Last King,51,USA,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",3.586,2012,97.532,0.193,-5.832,0.071,0,0.724,0.18,0.593,1
Lover of the Light,Mumford & Sons,Babel (Deluxe Version),51,USA,"modern folk rock, stomp and holler, uk americana",3.875333,2012,105.833,0.0502,-6.854,0.225,0.000562,0.689,0.00763,0.384,0
Classic,MKTO,MKTO,60,USA,"dance pop, pop, pop rap, pop rock, post-teen pop",4.066833,2012,102.071,0.124,-4.689,0.157,0,0.791,0.0384,0.756,1
Ven Conmigo,Daddy Yankee,Prestige,62,USA,"latin hip hop, reggaeton, urbano latino",4.017333,2012,120.054,0.0403,-5.334,0.0657,0,0.842,0.102,0.71,1
Snakes,Joey Bada$$,1999,54,USA,"conscious hip hop, hip hop, rap, underground hip hop",5.320433,2012,82.147,0.337,-4.653,0.11,0,0.669,0.823,0.797,1
Slim Pickens Does The Right Thing And Rides The Bomb To Hell,The Offspring,Days Go By,60,USA,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",4.4231,2012,149.033,0.0703,-1.415,0.32,0,0.983,0.0265,0.62,0
Without You,Lana Del Rey,Born To Die - The Paradise Edition,51,USA,"art pop, pop",2.9951,2012,111.942,0.0329,-8.394,0.115,0.000131,0.593,0.636,0.668,0
Apocalypse Dreams,Tame Impala,Lonerism,56,USA,"australian psych, neo-psychedelic",4.352217,2012,127.998,0.0503,-2.279,0.0677,0.131,0.929,0.249,0.267,0
The Light Behind Your Eyes,My Chemical Romance,Number Three,58,USA,"emo, pop punk",3.454217,2012,75.016,0.0263,-4.837,0.111,2.98E-05,0.459,0.0455,0.113,0
The Road,Aaron Lewis,The Road,51,USA,"contemporary country, country, country road, outlaw country, redneck",2.922667,2012,160.074,0.0351,-6.991,0.127,0.000212,0.678,0.164,0.745,0
Coming Home,Stick Figure,Burial Ground,52,USA,reggae fusion,3.426433,2012,146.328,0.055,-7.56,0.111,0.506,0.629,0.0619,0.63,0
Call You Out,Flyleaf,New Horizons,52,USA,"alternative metal, christian alternative rock, nu metal",5.185767,2012,146.106,0.05,-3.447,0.866,0.000716,0.903,0.000869,0.496,0
En las Cantinas,Los Rieleros Del Norte,Rifare Mi Suerte,54,USA,"musica chihuahuense, musica mexicana, norteno, norteno-sax",3.50755,2012,116.74,0.051,-7.63,0.0649,0.0181,0.702,0.105,0.916,0
Wolf,First Aid Kit,Wolf,51,USA,"stomp and holler, swedish americana, swedish country",3.171333,2012,102.093,0.0422,-6.999,0.257,0.00103,0.746,0.0594,0.404,0
A Pirate Looks At Forty,Jack Johnson,"Jack Johnson & Friends: Best Of Kokua Festival, A Benefit For The Kokua Hawaii Foundation",51,USA,neo mellow,3.150433,2012,203.968,0.0357,-14.341,0.825,5.01E-05,0.275,0.732,0.336,0
Live And Die,The Avett Brothers,The Carpenter,50,USA,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",3.232883,2012,118.015,0.0269,-5.083,0.151,1.77E-06,0.779,0.0827,0.58,0
Boy Division,My Chemical Romance,Number One,55,USA,"emo, pop punk",3.21155,2012,183.039,0.103,-3.496,0.35,0,0.996,0.0012,0.278,0
What You Need,The Weeknd,Trilogy,49,USA,"canadian contemporary r&b, canadian pop, pop",6.266217,2012,133.853,0.0854,-10.522,0.116,0.0139,0.335,0.505,0.0608,0
En Resumen,Banda Los Recoditos,Para Ti Solita,60,USA,"banda, musica mexicana, nueva musica mexicana, ranchera",5.928883,2012,124.876,0.0371,-4.5,0.336,0,0.585,0.642,0.956,0
Wrecked,Turnpike Troubadours,Goodbye Normal Street,49,USA,red dirt,2.996667,2012,128.129,0.0327,-6.95,0.0857,7.90E-06,0.638,0.0513,0.704,0
Insane,Flume,Flume: Deluxe Edition,51,USA,"australian dance, australian electropop, australian indie, downtempo, edm",3.151333,2012,188.069,0.0454,-8.257,0.121,5.97E-05,0.536,0.0505,0.0479,0
Valerie,The Weeknd,Trilogy,49,USA,"canadian contemporary r&b, canadian pop, pop",4.278217,2012,148.004,0.0463,-6.351,0.0837,7.04E-06,0.539,0.346,0.436,0
Freak Like Me,Halestorm,The Strange Case of... (Deluxe),51,USA,"alternative metal, nu metal, post-grunge",3.828883,2012,130,0.0566,-3.477,0.152,0.000227,0.958,0.000902,0.427,0
Nightmare,Set It Off,Cinematics (Deluxe),54,USA,"electropowerpop, modern rock, pixie, pop punk, rock",4.26355,2012,170.06,0.183,-3.209,0.318,0,0.95,0.00242,0.7,0
I Need A Miracle,Third Day,Miracle,51,USA,"ccm, christian alternative rock, christian music, worship",4.232433,2012,166.373,0.0393,-6.321,0.149,0,0.698,0.0231,0.347,0
Not Just Money,Frank Ocean,channel ORANGE,54,USA,"hip hop, lgbtq+ hip hop, neo soul",5.124217,2012,152.13,0.444,-15.868,0.493,0.0213,0.827,0.775,0.103,1
Moments,One Direction,Up All Night,61,USA,"boy band, pop, post-teen pop, talent show",4.192667,2012,149.894,0.0451,-4.937,0.299,0,0.739,0.0283,0.253,0
Best of Us,Dirty Heads,Cabin By the Sea,49,USA,"reggae fusion, reggae rock",5.323333,2012,81.984,0.0543,-7.663,0.17,0,0.703,0.17,0.961,0
Matilda,alt-J,An Awesome Wave,51,USA,"indie rock, modern rock",4.860433,2012,147.947,0.03,-9.208,0.116,0.403,0.675,0.787,0.281,0
We Are,Hollywood Undead,Notes From The Underground,56,USA,"alternative metal, modern rock, nu metal, pop rap, rap metal, rap rock",4.413767,2012,173.982,0.134,-2.107,0.139,2.68E-06,0.979,0.00146,0.201,1
Pound The Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),63,USA,"dance pop, hip pop, pop, queens hip hop, rap",4.122667,2012,125.054,0.0609,-3.686,0.0241,4.26E-06,0.858,0.0403,0.591,1
Me Prefieres A Mi,ArcÃƒÂ¡ngel,Me Prefieres A Mi,65,USA,"latin hip hop, reggaeton, urbano latino",4.386883,2012,,,,,,,,,1
National Anthem,Lana Del Rey,Born To Die,50,USA,"art pop, pop",7.648433,2012,85,0.244,-5.935,0.0957,0.000146,0.899,0.531,0.436,0
Still The One,One Direction,Take Me Home (Expanded Edition),59,USA,"boy band, pop, post-teen pop, talent show",6.114433,2012,142.002,0.0773,-2.419,0.65,0,0.984,0.0118,0.776,0
That Day,Nonpoint,Nonpoint,53,USA,"alternative metal, industrial metal, latin metal, miami metal, nu metal, rap metal, rap rock",4.414667,2012,100.046,0.0668,-4.518,0.296,0.0561,0.975,0.000416,0.588,1
Sleepless,Flume,Flume: Deluxe Edition,50,USA,"australian dance, australian electropop, australian indie, downtempo, edm",4.353767,2012,175.13,0.169,-7.482,0.0886,4.91E-05,0.688,0.0335,0.389,0
The Ghost on the Shore,Lord Huron,Lonesome Dreams (Bonus Track Version),51,USA,stomp and holler,4.336433,2012,88.96,0.031,-10.579,0.119,0.0132,0.31,0.498,0.0475,0
Tightrope,WALK THE MOON,Walk The Moon,52,USA,"dance rock, indie poptimism, modern alternative rock, modern rock, pop rock, rock",2.763333,2012,162.435,0.0349,-6.174,0.103,0.00204,0.794,8.39E-05,0.589,0
Lolita,Lana Del Rey,Born To Die Ã¢â‚¬â€œ Paradise Edition (Special Version),53,USA,"art pop, pop",4.39955,2012,135.955,0.124,-4.304,0.351,4.89E-05,0.946,0.0744,0.134,0
Purple Thoughts,Chris Travis,Pizza and Codeine,49,USA,"dark trap, memphis hip hop, underground hip hop",3.954,2012,138.019,0.214,-12.68,0.187,1.44E-05,0.586,0.0072,0.908,1
Another Love,Tom Odell,Songs from Another Love,65,USA,"chill pop, pop",3.346883,2012,122.769,0.04,-8.532,0.0944,1.65E-05,0.537,0.695,0.131,0
This Is What Makes Us Girls,Lana Del Rey,Born To Die - The Paradise Edition,49,USA,"art pop, pop",2.212217,2012,138.004,0.0925,-7.031,0.203,0.0388,0.842,0.0904,0.441,0
Hallelujah,Chief Keef,Finally Rich,53,USA,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap, underground hip hop",4.319717,2012,90.671,0.294,-5.615,0.0928,0,0.659,0.0418,0.694,1
Sobre Mis Pies,La Arrolladora Banda El LimÃƒÂ³n De Rene Camacho,AntologÃƒÂ­a Musical,50,USA,"banda, musica mexicana, ranchera",3.04955,2012,,,,,,,,,0
Fire We Make,Alicia Keys,Girl On Fire,52,USA,"hip pop, neo soul, pop, r&b, urban contemporary",3.49155,2012,67.363,0.205,-11.791,0.0617,3.81E-06,0.403,0.402,0.383,0
Sky Is the Limit,Rebelution,Peace of Mind (Deluxe),50,USA,reggae rock,5.496883,2012,97.918,0.0374,-5.696,0.0479,0,0.757,0.00739,0.617,0
Off To The Races,Lana Del Rey,Born To Die,49,USA,"art pop, pop",5.003333,2012,160.125,0.0523,-5.562,0.278,0.00282,0.721,0.0621,0.113,0
Spread Too Thin,Dirty Heads,Cabin By the Sea,49,USA,"reggae fusion, reggae rock",5.094,2012,164.126,0.0503,-5.947,0.239,6.70E-05,0.786,0.111,0.632,0
The Sound of Silence,Simon & Garfunkel,The Singer,60,USA,"classic rock, folk, folk rock, melancholia, mellow gold, rock",4.3631,2012,106.761,0.0301,-13.551,0.107,0,0.216,0.837,0.328,0
Hardknock,Joey Bada$$,1999,53,USA,"conscious hip hop, hip hop, rap, underground hip hop",4.05,2012,81.97,0.272,-2.047,0.881,0,0.894,0.0892,0.535,1
Natural Disaster,Zac Brown Band,Uncaged,51,USA,"contemporary country, country, country road, modern country rock",3.897333,2012,143.95,0.0872,-6.697,0.102,0,0.685,0.307,0.405,0
Breathe,Stick Figure,Burial Ground,50,USA,reggae fusion,4.0371,2012,93.994,0.0479,-5.998,0.101,0.135,0.64,0.0534,0.763,0
Treasure,Bruno Mars,Unorthodox Jukebox,50,USA,"dance pop, pop",4.63355,2012,116.017,0.0431,-5.28,0.324,7.24E-05,0.692,0.0412,0.937,0
Carmen,Lana Del Rey,Born To Die Ã¢â‚¬â€œ Paradise Edition (Special Version),53,USA,"art pop, pop",3.729767,2012,100.024,0.0297,-9.57,0.129,0.000273,0.427,0.098,0.0379,0
POWERLESS,Linkin Park,LIVING THINGS,60,USA,"alternative metal, nu metal, post-grunge, rap metal",4.118,2012,140.065,0.0448,-6.441,0.15,9.43E-05,0.88,0.0621,0.337,1
Believe,Dirty Heads,Any Port in a Storm (Special Edition),49,USA,"reggae fusion, reggae rock",4.199333,2012,172.064,0.0532,-7.874,0.157,0,0.561,0.541,0.512,0
Wild Eyes,Parkway Drive,Atlas,56,USA,"australian metalcore, melodic metalcore, metalcore",4.033333,2012,110.313,0.156,-3.498,0.165,0.000405,0.99,0.000732,0.197,0
Kill Everyone,Hollywood Undead,Notes From The Underground,52,USA,"alternative metal, modern rock, nu metal, pop rap, rap metal, rap rock",4.614,2012,171.958,0.12,-4.472,0.124,0,0.886,0.000219,0.745,1
Truly Madly Deeply,One Direction,Take Me Home (Expanded Edition),59,USA,"boy band, pop, post-teen pop, talent show",2.709767,2012,113.051,0.0315,-8.009,0.223,0,0.388,0.54,0.552,0
Show Me,Bruno Mars,Unorthodox Jukebox,56,USA,"dance pop, pop",9.866667,2012,77.989,0.0535,-5.728,0.204,0,0.706,0.0461,0.514,0
Holly Jolly Christmas,Michael BublÃƒÂ©,Christmas (Deluxe Special Edition),58,USA,"adult standards, canadian pop, jazz pop, lounge",3.972883,2012,,,,,,,,,0
Cooking Up Something Good,Mac DeMarco,2,53,USA,"edmonton indie, lo-fi indie",4.582667,2012,98.068,0.0313,-7.551,0.123,0.00141,0.442,0.0803,0.851,0
Blue Jeans,Lana Del Rey,Born To Die,49,USA,"art pop, pop",9.8934,2012,117.963,0.0633,-4.405,0.0821,0,0.837,0.418,0.488,0
Moonshine,Bruno Mars,Unorthodox Jukebox,56,USA,"dance pop, pop",4.084983,2012,104.98,0.0279,-4.351,0.0813,4.30E-06,0.784,0.211,0.418,0
Alone,Trampled by Turtles,Stars and Satellites,49,USA,"bluegrass, deep new americana, duluth indie, indie folk, jam band, new americana, progressive bluegrass, roots rock, stomp and holler",3.48955,2012,141.09,0.0321,-10.637,0.0976,0.4,0.432,0.758,0.277,0
Voy a Conquistarte,Los Pescadores Del Rio Conchos,Voy a Conquistarte,52,USA,"musica chihuahuense, norteno, norteno-sax, nueva musica mexicana",3.828883,2012,101.284,0.0433,-6.964,0.0542,0.0202,0.705,0.107,0.813,0
I Get Around,The Beach Boys,50 Big Ones: Greatest Hits,54,USA,"adult standards, baroque pop, classic rock, psychedelic rock, rock, sunshine pop",3.194433,2012,144.338,0.0537,-7.813,0.0663,0,0.625,0.36,0.514,0
Cola,Lana Del Rey,Born To Die Ã¢â‚¬â€œ Paradise Edition (Special Version),55,USA,"art pop, pop",5.3631,2012,110.063,0.0478,-5.536,0.59,2.44E-05,0.668,0.0699,0.121,0
I Wish,One Direction,Up All Night,59,USA,"boy band, pop, post-teen pop, talent show",3.954883,2012,124.044,0.0347,-3.123,0.111,0,0.872,0.00914,0.299,0
The World Is Ugly,My Chemical Romance,Number Three,59,USA,"emo, pop punk",3.847933,2012,96.004,0.0314,-4.801,0.0976,3.40E-05,0.781,0.0047,0.102,0
Love Somebody,Maroon 5,Overexposed (Deluxe),52,USA,pop,3.967767,2012,120.016,0.0368,-6.303,0.12,0,0.792,0.145,0.395,0
Raabta,Pritam,Agent Vinod,74,USA,"filmi, indian instrumental, modern bollywood",3.051767,2012,118.037,0.0298,-8.108,0.116,1.82E-05,0.581,0.699,0.323,0
Lefty,Title Fight,Floral Green,50,USA,"alternative emo, dreamo, grungegaze, spacegrunge",3.458883,2012,134.795,0.0365,-6.57,0.12,0.0247,0.79,0.00379,0.0607,0
Function,E-40,The Block Brochure: Welcome To The Soil 2,48,USA,"cali rap, gangster rap, hip hop, hyphy, oakland hip hop, pop rap, rap, southern hip hop, trap, west coast rap",3.899767,2012,100.032,0.232,-5.239,0.0983,0,0.564,0.00138,0.366,1
This Magic Moment,Lake Street Dive,Fun Machine EP,51,USA,"boston rock, new americana",3.557333,2012,138.546,0.0794,-9.099,0.306,0.000723,0.468,0.125,0.678,0
Te Dejo en Libertad,Ha*Ash,A Tiempo,66,USA,"latin arena pop, latin pop, mexican pop, urbano mexicano",3.723333,2012,143.64,0.0299,-5.065,0.13,0,0.526,0.277,0.169,0
Llegamos A La Disco,Daddy Yankee,Prestige,62,USA,"latin hip hop, reggaeton, urbano latino",5.462667,2012,89.092,0.254,-4.898,0.437,0,0.786,0.114,0.78,1
Overwhelmed,Big Daddy Weave,Love Come To Life,49,USA,"anthem worship, ccm, christian alternative rock, christian music, worship",2.9351,2012,148.015,0.0386,-6.828,0.105,0,0.639,0.0752,0.197,0
Fly On the Wall,Thousand Foot Krutch,The End Is Where We Begin,55,USA,"alternative metal, canadian ccm, canadian metal, canadian rock, christian alternative rock, christian rock, nu metal, rap metal, rap rock",4.856667,2012,120.027,0.0322,-5.871,0.269,0,0.663,0.00235,0.33,1
Kute,Alex G,Trick,48,USA,"indie pop, philly indie",4.412217,2012,170.3,0.0445,-4.04,0.105,1.43E-06,0.8,0.57,0.981,0
Start,Frank Ocean,channel ORANGE,53,USA,"hip hop, lgbtq+ hip hop, neo soul",3.633767,2012,82.85,0.149,-19.761,0.557,0.931,0.33,0.74,0.0316,1
Man On Fire,Edward Sharpe & The Magnetic Zeros,Here,51,USA,"double drumming, indie folk, la indie, stomp and holler",4.058217,2012,89.06,0.0395,-11.766,0.103,0.117,0.478,0.779,0.489,0
Radio,Lana Del Rey,Born To Die,49,USA,"art pop, pop",3.466,2012,75.024,0.0687,-5.173,0.105,2.63E-05,0.857,0.188,0.196,0
Mundo de Piedra,Canserbero,Muerte,66,USA,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop",4.542433,2012,94.409,0.191,-6.177,0.107,0,0.73,0.00523,0.0415,1
Radioactive,Imagine Dragons,Night Visions (Deluxe),62,USA,"modern rock, rock",3.942667,2012,136.245,0.0627,-3.686,0.668,0.000108,0.784,0.106,0.236,0
The Comfort of a Laugh Track,Roar,I'm Not Here to Make Friends,52,USA,"indie pop, weirdcore",3.342433,2012,151.961,0.0259,-8.877,0.11,0.000818,0.43,0.572,0.332,0
Ishq Wala Love,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),72,USA,"desi pop, filmi, modern bollywood",4.00755,2012,135.041,0.0334,-12.377,0.0782,4.51E-05,0.295,0.534,0.694,0
Summertime Sadness,Lana Del Rey,Born To Die,49,USA,"art pop, pop",3.326883,2012,111.96,0.0335,-6.815,0.121,0,0.647,0.0477,0.22,0
I Want,One Direction,Up All Night,57,USA,"boy band, pop, post-teen pop, talent show",3.9191,2012,106.038,0.0256,-7.638,0.144,0.000109,0.443,0.779,0.463,0
On Top Of The World,Imagine Dragons,Night Visions,56,USA,"modern rock, rock",2.408883,2012,100.048,0.151,-5.589,0.0928,4.53E-06,0.926,0.0893,0.761,0
Pussy is Mine,Miguel,Kaleidoscope Dream,48,USA,"dance pop, pop, r&b",4.5171,2012,130.397,0.0642,-16.159,0.495,0,0.109,0.745,0.289,0
The Dublin Pub Crawl,The Irish Rovers,Drunken Sailor,52,USA,"canadian celtic, celtic, irish folk, irish pub song",3.261333,2012,123.199,0.0783,-5.467,0.165,0.00439,0.931,0.659,0.809,0
Life Of The Party,The Weeknd,Trilogy,48,USA,"canadian contemporary r&b, canadian pop, pop",3.367767,2012,138.051,0.0335,-7.664,0.505,4.51E-05,0.696,0.0237,0.446,0
Wife,Mitski,Lush,54,USA,"brooklyn indie, indie pop",4.458667,2012,80.695,0.0339,-14.451,0.382,0,0.101,0.956,0.227,0
Culo,Pitbull,Original Hits,52,USA,"dance pop, miami hip hop, pop, pop rap",4.294833,2012,59.972,0.358,-4.96,0.141,0,0.656,0.114,0.969,1
Ride,Lana Del Rey,Paradise,49,USA,"art pop, pop",3.7631,2012,93.763,0.034,-5.52,0.383,1.96E-06,0.686,0.128,0.189,0
Tiptoe,Imagine Dragons,Night Visions,48,USA,"modern rock, rock",4.92155,2012,120.041,0.0325,-5.855,0.0882,1.88E-05,0.82,0.00157,0.25,0
American,Lana Del Rey,Born To Die - The Paradise Edition,48,USA,"art pop, pop",2.924883,2012,108.083,0.0315,-9.862,0.112,2.75E-05,0.354,0.616,0.118,0
Memory,Alex G,Trick,48,USA,"indie pop, philly indie",4.90955,2012,102.563,0.0245,-9.66,0.11,0.87,0.407,0.55,0.254,0
California Girls,The Beach Boys,50 Big Ones: Greatest Hits,50,USA,"adult standards, baroque pop, classic rock, psychedelic rock, rock, sunshine pop",4.615333,2012,116.599,0.0296,-6.069,0.159,0,0.62,0.471,0.713,0
Greyhound,Swedish House Mafia,Until Now,61,USA,"dance pop, edm, electro house, pop, pop dance, progressive electro house",3.715333,2012,124.976,0.0521,-4.989,0.276,0.876,0.806,0.00666,0.539,0
